box_set_slug,category_name,card_number,player_name,team,position,rookie_card,variation_name,print_run,is_numbered,is_autograph,is_relic,is_case_hit,circulation_status,current_value,value_source,image_url,notes,_needs_review,_source_notes
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Orange Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Orange Wave,25,True,False,False,,,190.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Orange,25,True,False,False,,,90.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Pink Logofractor,,False,False,False,,,67.47,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Pink,,False,False,False,,,8.43,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Prism,,False,False,False,,,8.36,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Purple Logofractor,,False,False,False,,,35.03,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Purple Sonar,275,True,False,False,,,30.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Purple Speckle,299,True,False,False,,,34.12,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Purple,250,True,False,False,,,29.7,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Red Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Red Wave,5,True,False,False,,,326.04,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Red,5,True,False,False,,,200.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Refractor,62,Aaron Judge,,,False,Refractor,,False,False,False,,,4.56,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Rose Gold Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,62,Aaron Judge,,,False,SP Variation Gold Speckle,,False,False,False,,,220.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,62,Aaron Judge,,,False,SP Variation Green Speckle,,False,False,False,,,78.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,62,Aaron Judge,,,False,SP Variation Orange Speckle,,False,False,False,,,195.43,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,62,Aaron Judge,,,False,SP Variation Red Speckle,,False,False,False,,,1199.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,62,Aaron Judge,,,False,SP Variation,,False,False,False,,,38.58,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Sepia,,False,False,False,,,6.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Sub Zero FrozenFractor,,False,False,False,,,851.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Superfractor,62,Aaron Judge,,,False,Superfractor,1,True,False,False,,,399.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Xfractor,,False,False,False,,,13.15,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,62,Aaron Judge,,,False,Yellow Logofractor,,False,False,False,,,107.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Base Rookie,1,Adley Rutschman,,,True,Base,,False,False,False,,,1.35,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Aqua Lava,199,True,False,False,,,18.88,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Aqua,199,True,False,False,,,10.09,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Blue Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Blue Sonar,125,True,False,False,,,27.14,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Blue Wave,75,True,False,False,,,16.19,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Blue,150,True,False,False,,,32.15,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,1,Adley Rutschman,,,True,Cyan Printing Plate,,False,False,False,,,187.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Gold Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Gold Wave,50,True,False,False,,,200.49,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Gold,50,True,False,False,,,48.19,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Green Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Green Sonar,99,True,False,False,,,90.71,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Green Wave,99,True,False,False,,,39.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Green,99,True,False,False,,,20.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Blue,,False,False,False,,,30.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Base Auto,1,Adley Rutschman,,,True,Logofractor Gimmick Autograph,,False,True,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Gold,,False,False,False,,,121.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Green,,False,False,False,,,41.26,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Orange,,False,False,False,,,237.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Pink,,False,False,False,,,27.43,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Purple,,False,False,False,,,29.56,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Red,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Rose Gold Gimmicks Variation,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Rose Gold,,False,False,False,,,37.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Base Auto,1,Adley Rutschman,,,True,Logofractor SP Variation Autograph,,False,True,False,,,49.95,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor Yellow,,False,False,False,,,46.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Logofractor,,False,False,False,,,5.07,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Magenta Speckle,350,True,False,False,,,22.04,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Magenta,399,True,False,False,,,12.48,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Negative,,False,False,False,,,13.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Orange Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Orange Wave,25,True,False,False,,,318.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Orange,25,True,False,False,,,125.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Pink Logofractor,,False,False,False,,,14.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Pink,,False,False,False,,,3.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Prism,,False,False,False,,,3.51,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Purple Logofractor,,False,False,False,,,12.16,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Purple Sonar,275,True,False,False,,,32.03,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Purple Speckle,299,True,False,False,,,12.18,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Purple,250,True,False,False,,,11.35,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Red Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Red Wave,5,True,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Red,5,True,False,False,,,66.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Rookie Refractor,1,Adley Rutschman,,,True,Refractor,,False,False,False,,,1.98,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Rose Gold Logofractor,,False,False,False,,,18.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,1,Adley Rutschman,,,True,SP Variation Gold Speckle,,False,False,False,,,74.62,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,1,Adley Rutschman,,,True,SP Variation Green Speckle,,False,False,False,,,99.74,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,1,Adley Rutschman,,,True,SP Variation Orange Speckle,,False,False,False,,,249.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,1,Adley Rutschman,,,True,SP Variation Red Speckle,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,1,Adley Rutschman,,,True,SP Variation,,False,False,False,,,23.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Short Print,1,Adley Rutschman,,,True,SSP Variation,,False,False,False,,,62.98,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Sepia,,False,False,False,,,2.17,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Sub Zero FrozenFractor,,False,False,False,,,8800.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Superfractor,1,Adley Rutschman,,,True,Superfractor,1,True,False,False,,,1050.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Xfractor,,False,False,False,,,3.94,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Rookie Refractor,1,Adley Rutschman,,,True,Yellow Logofractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Base,143,Albert Pujols,,,False,Base,,False,False,False,,,1.14,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Aqua Lava,199,True,False,False,,,25.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Aqua,199,True,False,False,,,7.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Blue Sonar,125,True,False,False,,,32.4,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Blue Wave,75,True,False,False,,,37.55,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Blue,150,True,False,False,,,30.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Gold Wave,50,True,False,False,,,87.16,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Gold,50,True,False,False,,,155.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Green Sonar,99,True,False,False,,,25.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Green Wave,99,True,False,False,,,19.61,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Green,99,True,False,False,,,20.73,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Magenta Speckle,350,True,False,False,,,7.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Magenta,399,True,False,False,,,10.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Negative,,False,False,False,,,15.67,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Orange Wave,25,True,False,False,,,100.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Orange,25,True,False,False,,,131.57,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Pink,,False,False,False,,,2.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Prism,,False,False,False,,,1.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Purple Sonar,275,True,False,False,,,15.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Purple Speckle,299,True,False,False,,,11.46,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Purple,250,True,False,False,,,7.35,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Red Wave,5,True,False,False,,,555.55,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Red,5,True,False,False,,,175.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Refractor,143,Albert Pujols,,,False,Refractor,,False,False,False,,,1.69,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Sepia,,False,False,False,,,1.73,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Sub Zero FrozenFractor,,False,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Superfractor,143,Albert Pujols,,,False,Superfractor,1,True,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,143,Albert Pujols,,,False,Xfractor,,False,False,False,,,2.4,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Base,105,Alec Bohm,,,False,Base,,False,False,False,,,1.35,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Aqua Lava,199,True,False,False,,,3.72,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Aqua,199,True,False,False,,,1.87,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Blue Sonar,125,True,False,False,,,6.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Blue Wave,75,True,False,False,,,2.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Blue,150,True,False,False,,,2.25,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Gold Wave,50,True,False,False,,,17.51,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Gold,50,True,False,False,,,11.05,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Green Sonar,99,True,False,False,,,4.98,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Green Wave,99,True,False,False,,,6.44,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Green,99,True,False,False,,,5.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Magenta Speckle,350,True,False,False,,,2.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Magenta,399,True,False,False,,,3.01,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Negative,,False,False,False,,,2.72,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Orange Wave,25,True,False,False,,,10.6,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Orange,25,True,False,False,,,24.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Pink,,False,False,False,,,1.15,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Prism,,False,False,False,,,1.74,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Purple Sonar,275,True,False,False,,,3.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Purple Speckle,299,True,False,False,,,2.68,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Purple,250,True,False,False,,,2.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Red Wave,5,True,False,False,,,150.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Red,5,True,False,False,,,75.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Refractor,105,Alec Bohm,,,False,Refractor,,False,False,False,,,1.2,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Sepia,,False,False,False,,,1.05,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Sub Zero FrozenFractor,,False,False,False,,,114.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Superfractor,105,Alec Bohm,,,False,Superfractor,1,True,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,105,Alec Bohm,,,False,Xfractor,,False,False,False,,,1.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Base,24,Alek Manoah,,,False,Base,,False,False,False,,,1.03,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Aqua Lava,199,True,False,False,,,2.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Aqua,199,True,False,False,,,1.24,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Blue Sonar,125,True,False,False,,,2.54,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Blue Wave,75,True,False,False,,,4.45,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Blue,150,True,False,False,,,1.06,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Gold Wave,50,True,False,False,,,6.54,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Gold,50,True,False,False,,,4.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Green Sonar,99,True,False,False,,,6.96,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Green Wave,99,True,False,False,,,2.47,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Green,99,True,False,False,,,2.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Magenta Speckle,350,True,False,False,,,1.38,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Magenta,399,True,False,False,,,0.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Negative,,False,False,False,,,1.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Orange Wave,25,True,False,False,,,5.29,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Orange,25,True,False,False,,,1.86,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Pink,,False,False,False,,,1.9,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Prism,,False,False,False,,,0.91,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Purple Sonar,275,True,False,False,,,1.5,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Purple Speckle,299,True,False,False,,,1.33,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Purple,250,True,False,False,,,1.0,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Red Wave,5,True,False,False,,,,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Numbered Refractor,24,Alek Manoah,,,False,Red,5,True,False,False,,,48.99,sportscardspro,,,,
2023-topps-chrome-baseball-hobby,Refractor,24,Alek Manoah,,,False,Refractor,,False,False,False,,,0.98,sportscardspro,,,,
