box_set_slug,category_name,card_number,player_name,rookie_card,variation_name,print_run,is_numbered,is_autograph,is_relic,is_case_hit,insert_set_name,circulation_status,current_value,value_source,image_url,notes,_needs_review,_source_notes
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,46.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,5.07,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.15,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.23,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,38.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.12,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,186,Alek Thomas,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.63,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Logofractor Gimmick Autograph,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,243.79,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,12.53,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,32.33,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Rose Gold Logofractor Gimmicks Variation,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,11998.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Logofractor SP Variation Autograph,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Logofractor SP Variation,,FALSE,FALSE,FALSE,FALSE,,,10.00,sportscardspro,,,TRUE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,51.43,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,4,Anthony Volpe,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,46.33,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.25,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.75,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,450.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,5.40,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,30.82,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,66,Austin Riley,FALSE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.80,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,35.04,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.32,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.93,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,5.66,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.59,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,11,Bo Bichette,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.15,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,32.52,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.85,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,3.63,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,60.02,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.26,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,54,Bo Naylor,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.65,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,84.11,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,149.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,48.64,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,213.54,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,37.34,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,30.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,55.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt Jr.,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,6.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,329.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,5.75,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,176,Bobby Witt,FALSE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,6.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,5.38,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,52.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,10.80,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,57,Brayan Bello,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.87,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,49.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,7.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.68,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,150.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,610.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,9.81,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,204,Brett Baty,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,1.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,30.63,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,5.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,4.88,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,124.38,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,11.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,19.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,170,Brice Turang,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,3.86,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,103.13,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,18.49,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,11.98,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Rose Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,18.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Yellow Logofractor,,FALSE,FALSE,FALSE,FALSE,,,71.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,3,Bryce Harper,TRUE,Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.41,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Blue Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Gold Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Green Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Orange Logofractor,,FALSE,FALSE,FALSE,FALSE,,,10.25,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Pink Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Purple Logofractor,,FALSE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv
2023-topps-chrome-baseball,Refractor,28,Byron Buxton,TRUE,Red Logofractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv
