box_set_slug,category_name,card_number,player_name,rookie_card,variation_name,print_run,is_numbered,is_autograph,is_relic,is_case_hit,insert_set_name,circulation_status,current_value,value_source,image_url,notes,_needs_review,_source_notes,pull_rate_category,pull_rate_is_approximated
2023-topps-chrome-baseball,Refractor,62,Aaron Judge,TRUE,SP Variation Red Speckle Refractor,,FALSE,FALSE,FALSE,FALSE,,,1199.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,62,Aaron Judge,TRUE,SP Variation,,FALSE,FALSE,FALSE,FALSE,,,38.98,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,62,Aaron Judge,TRUE,Sepia Refractor,,FALSE,FALSE,FALSE,FALSE,,,6.33,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Sepia Refractor,FALSE
2023-topps-chrome-baseball,Refractor,62,Aaron Judge,TRUE,Sub-Zero FrozenFractor,,FALSE,FALSE,FALSE,FALSE,,,851.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Sub-Zero FrozenFractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,62,Aaron Judge,TRUE,SuperFractor,1,TRUE,FALSE,FALSE,FALSE,,Unknown,399.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,SuperFractor,FALSE
2023-topps-chrome-baseball,Refractor,62,Aaron Judge,TRUE,X-Fractor,,FALSE,FALSE,FALSE,FALSE,,,14.75,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,X-Fractor,FALSE
2023-topps-chrome-baseball,Base,1,Adley Rutschman,TRUE,Base,,FALSE,FALSE,FALSE,FALSE,,,1.28,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Base,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Aqua Lava Refractor,25,TRUE,FALSE,FALSE,FALSE,,,27.68,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Aqua Lava Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Aqua Refractor,25,TRUE,FALSE,FALSE,FALSE,,,10.09,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Aqua Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Blue Sonar Refractor,150,TRUE,FALSE,FALSE,FALSE,,,27.14,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Blue Wave Refractor,75,TRUE,FALSE,FALSE,FALSE,,,16.19,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Blue Refractor,150,TRUE,FALSE,FALSE,FALSE,,,32.15,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Cyan Printing Plate,1,TRUE,FALSE,FALSE,FALSE,,Unknown,187.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Printing Plates,TRUE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Gold Wave Refractor,50,TRUE,FALSE,FALSE,FALSE,,,200.49,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Gold Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Gold Refractor,50,TRUE,FALSE,FALSE,FALSE,,,47.65,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Gold Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Green Sonar Refractor,75,TRUE,FALSE,FALSE,FALSE,,,90.71,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Green Wave Refractor,99,TRUE,FALSE,FALSE,FALSE,,,39.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Green Refractor,99,TRUE,FALSE,FALSE,FALSE,,,32.33,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Magenta Speckle Refractor,50,TRUE,FALSE,FALSE,FALSE,,,22.04,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Magenta Speckle Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Magenta Refractor,,FALSE,FALSE,FALSE,FALSE,,,6.75,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Magenta Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Negative Refractor,,FALSE,FALSE,FALSE,FALSE,,,13.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Negative Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Orange Wave Refractor,25,TRUE,FALSE,FALSE,FALSE,,,318.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Orange Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Orange Refractor,25,TRUE,FALSE,FALSE,FALSE,,,94.81,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Orange Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Pink Refractor,,FALSE,FALSE,FALSE,FALSE,,,3.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Pink Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Prism Refractor,,FALSE,FALSE,FALSE,FALSE,,,3.47,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Prism Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Purple Sonar Refractor,199,TRUE,FALSE,FALSE,FALSE,,,32.02,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Purple Speckle Refractor,299,TRUE,FALSE,FALSE,FALSE,,,12.18,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Speckle Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Purple Refractor,250,TRUE,FALSE,FALSE,FALSE,,,10.48,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Red Wave Refractor,5,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv,Red Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,Red Refractor,5,TRUE,FALSE,FALSE,FALSE,,,190.20,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Red Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Refractor,,FALSE,FALSE,FALSE,FALSE,,,1.92,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,SP Variation Gold Speckle Refractor,,FALSE,FALSE,FALSE,FALSE,,,75.33,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,SP Variation Green Speckle Refractor,,FALSE,FALSE,FALSE,FALSE,,,99.74,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,SP Variation Orange Speckle Refractor,,FALSE,FALSE,FALSE,FALSE,,,249.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,SP Variation Red Speckle Refractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,SP Variation,,FALSE,FALSE,FALSE,FALSE,,,23.53,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,SSP Variation,,FALSE,FALSE,FALSE,FALSE,,,63.23,sportscardspro,,,TRUE,2023_Topps_Chrome.csv,Super Short Print,TRUE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Sepia Refractor,,FALSE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Sepia Refractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,Sub-Zero FrozenFractor,,FALSE,FALSE,FALSE,FALSE,,,8800.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Sub-Zero FrozenFractor,FALSE
2023-topps-chrome-baseball,Numbered Rookie Refractor,1,Adley Rutschman,TRUE,SuperFractor,1,TRUE,FALSE,FALSE,FALSE,,Unknown,1050.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,SuperFractor,FALSE
2023-topps-chrome-baseball,Refractor,1,Adley Rutschman,TRUE,X-Fractor,,FALSE,FALSE,FALSE,FALSE,,,3.97,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,X-Fractor,FALSE
2023-topps-chrome-baseball,Base,143,Albert Pujols,FALSE,Base,,FALSE,FALSE,FALSE,FALSE,,,1.31,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Base,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Aqua Lava Refractor,25,TRUE,FALSE,FALSE,FALSE,,,25.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Aqua Lava Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Aqua Refractor,25,TRUE,FALSE,FALSE,FALSE,,,7.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Aqua Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Blue Sonar Refractor,150,TRUE,FALSE,FALSE,FALSE,,,31.98,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Blue Wave Refractor,75,TRUE,FALSE,FALSE,FALSE,,,37.55,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Blue Refractor,150,TRUE,FALSE,FALSE,FALSE,,,30.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Gold Wave Refractor,50,TRUE,FALSE,FALSE,FALSE,,,87.16,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Gold Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Gold Refractor,50,TRUE,FALSE,FALSE,FALSE,,,155.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Gold Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Green Sonar Refractor,75,TRUE,FALSE,FALSE,FALSE,,,25.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Green Wave Refractor,99,TRUE,FALSE,FALSE,FALSE,,,19.61,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Green Refractor,99,TRUE,FALSE,FALSE,FALSE,,,20.73,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Magenta Speckle Refractor,50,TRUE,FALSE,FALSE,FALSE,,,7.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Magenta Speckle Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Magenta Refractor,,FALSE,FALSE,FALSE,FALSE,,,10.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Magenta Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Negative Refractor,,FALSE,FALSE,FALSE,FALSE,,,9.62,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Negative Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Orange Wave Refractor,25,TRUE,FALSE,FALSE,FALSE,,,100.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Orange Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Orange Refractor,25,TRUE,FALSE,FALSE,FALSE,,,131.57,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Orange Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Pink Refractor,,FALSE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Pink Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Prism Refractor,,FALSE,FALSE,FALSE,FALSE,,,1.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Prism Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Purple Sonar Refractor,199,TRUE,FALSE,FALSE,FALSE,,,15.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Purple Speckle Refractor,299,TRUE,FALSE,FALSE,FALSE,,,11.46,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Speckle Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Purple Refractor,250,TRUE,FALSE,FALSE,FALSE,,,7.35,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Red Wave Refractor,5,TRUE,FALSE,FALSE,FALSE,,,555.55,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Red Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,Red Refractor,5,TRUE,FALSE,FALSE,FALSE,,,175.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Red Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Refractor,,FALSE,FALSE,FALSE,FALSE,,,1.92,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Sepia Refractor,,FALSE,FALSE,FALSE,FALSE,,,1.85,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Sepia Refractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,Sub-Zero FrozenFractor,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,2023_Topps_Chrome.csv,Sub-Zero FrozenFractor,FALSE
2023-topps-chrome-baseball,Numbered,143,Albert Pujols,FALSE,SuperFractor,1,TRUE,FALSE,FALSE,FALSE,,Unknown,,,,,FALSE,2023_Topps_Chrome.csv,SuperFractor,FALSE
2023-topps-chrome-baseball,Refractor,143,Albert Pujols,FALSE,X-Fractor,,FALSE,FALSE,FALSE,FALSE,,,2.40,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,X-Fractor,FALSE
2023-topps-chrome-baseball,Base,105,Alec Bohm,FALSE,Base,,FALSE,FALSE,FALSE,FALSE,,,0.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Base,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Aqua Lava Refractor,25,TRUE,FALSE,FALSE,FALSE,,,3.72,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Aqua Lava Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Aqua Refractor,25,TRUE,FALSE,FALSE,FALSE,,,1.87,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Aqua Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Blue Sonar Refractor,150,TRUE,FALSE,FALSE,FALSE,,,6.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Blue Wave Refractor,75,TRUE,FALSE,FALSE,FALSE,,,2.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Blue Refractor,150,TRUE,FALSE,FALSE,FALSE,,,2.25,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Blue Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Gold Wave Refractor,50,TRUE,FALSE,FALSE,FALSE,,,17.51,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Gold Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Gold Refractor,50,TRUE,FALSE,FALSE,FALSE,,,11.05,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Gold Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Green Sonar Refractor,75,TRUE,FALSE,FALSE,FALSE,,,4.98,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Green Wave Refractor,99,TRUE,FALSE,FALSE,FALSE,,,6.44,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Green Refractor,99,TRUE,FALSE,FALSE,FALSE,,,5.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Green Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Magenta Speckle Refractor,50,TRUE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Magenta Speckle Refractor,FALSE
2023-topps-chrome-baseball,Refractor,105,Alec Bohm,FALSE,Magenta Refractor,,FALSE,FALSE,FALSE,FALSE,,,3.01,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Magenta Refractor,FALSE
2023-topps-chrome-baseball,Refractor,105,Alec Bohm,FALSE,Negative Refractor,,FALSE,FALSE,FALSE,FALSE,,,2.72,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Negative Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Orange Wave Refractor,25,TRUE,FALSE,FALSE,FALSE,,,10.60,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Orange Wave Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Orange Refractor,25,TRUE,FALSE,FALSE,FALSE,,,24.50,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Orange Refractor,FALSE
2023-topps-chrome-baseball,Refractor,105,Alec Bohm,FALSE,Pink Refractor,,FALSE,FALSE,FALSE,FALSE,,,1.15,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Pink Refractor,FALSE
2023-topps-chrome-baseball,Refractor,105,Alec Bohm,FALSE,Prism Refractor,,FALSE,FALSE,FALSE,FALSE,,,1.74,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Prism Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Purple Sonar Refractor,199,TRUE,FALSE,FALSE,FALSE,,,3.99,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Sonar Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Purple Speckle Refractor,299,TRUE,FALSE,FALSE,FALSE,,,2.68,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Speckle Refractor,FALSE
2023-topps-chrome-baseball,Numbered,105,Alec Bohm,FALSE,Purple Refractor,250,TRUE,FALSE,FALSE,FALSE,,,2.00,sportscardspro,,,FALSE,2023_Topps_Chrome.csv,Purple Refractor,FALSE
